,chrom,start,end,expHops,bgHops,norm_bgHops,pValue,negLog10pValue,rejected,corrected_pValue,negLog10corrected,,Nearby gene,
28100,chr8,110848168,110848746,16,0,1,1.87E-14,13.72867812,TRUE,2.40E-12,11.61890619,,,
28188,chr8,119614579,119614699,16,0,1,1.87E-14,13.72867812,TRUE,2.40E-12,11.61890619,,,
28318,chr8,125543742,125544246,16,0,1,1.87E-14,13.72867812,TRUE,2.40E-12,11.61890619,,,
30698,chrX,154988300,154988430,16,0,1,1.87E-14,13.72867812,TRUE,2.40E-12,11.61890619,,,
28260,chr8,123528003,123529629,37,9,7.672167378,2.34E-14,13.6314988,TRUE,3.00E-12,11.5235402,,,
16372,chr20,48572091,48572772,47,15,12.12027896,2.37E-14,13.62593271,TRUE,3.02E-12,11.51977992,,,
9620,chr15,94692919,94704906,27,4,3.965407724,2.89E-14,13.53944245,TRUE,3.61E-12,11.44220772,,,
11007,chr17,27566881,27574959,27,4,3.965407724,2.89E-14,13.53944245,TRUE,3.61E-12,11.44220772,,,
19620,chr3,189641709,189642173,27,4,3.965407724,2.89E-14,13.53944245,TRUE,3.61E-12,11.44220772,,,
22757,chr5,136709398,136730149,27,4,3.965407724,2.89E-14,13.53944245,TRUE,3.61E-12,11.44220772,,,
28692,chr9,14331058,14331500,27,4,3.965407724,2.89E-14,13.53944245,TRUE,3.61E-12,11.44220772,,,
16366,chr20,48332973,48484487,213,162,121.0990128,2.96E-14,13.52816437,TRUE,3.69E-12,11.43269149,,,
26862,chr7,151844766,151870282,42,12,9.896223171,3.00E-14,13.52309991,TRUE,3.72E-12,11.42938175,,,
6500,chr12,115832504,115872736,35,8,6.930815447,3.13E-14,13.50457507,TRUE,3.85E-12,11.41434525,,,
6758,chr13,20021402,20024840,35,8,6.930815447,3.13E-14,13.50457507,TRUE,3.85E-12,11.41434525,,,
6020,chr12,75943868,75944539,33,7,6.189463516,3.84E-14,13.41551482,TRUE,4.71E-12,11.32701871,,,
1851,chr1,187313037,187313359,22,2,2.482703862,4.06E-14,13.39129486,TRUE,4.75E-12,11.32348818,,,
2523,chr10,3774631,3783727,22,2,2.482703862,4.06E-14,13.39129486,TRUE,4.75E-12,11.32348818,,,
3401,chr10,84360801,84401389,57,22,17.30974248,4.07E-14,13.39005409,TRUE,4.75E-12,11.32348818,,,
5257,chr12,18595361,18595725,22,2,2.482703862,4.06E-14,13.39129486,TRUE,4.75E-12,11.32348818,,,
9944,chr16,10590316,10590622,22,2,2.482703862,4.06E-14,13.39129486,TRUE,4.75E-12,11.32348818,,,
11266,chr17,56870394,56870698,22,2,2.482703862,4.06E-14,13.39129486,TRUE,4.75E-12,11.32348818,,,
11823,chr17,67491356,67491550,22,2,2.482703862,4.06E-14,13.39129486,TRUE,4.75E-12,11.32348818,,,
12266,chr18,12598176,12599577,22,2,2.482703862,4.06E-14,13.39129486,TRUE,4.75E-12,11.32348818,,,
14930,chr2,170236885,170237833,22,2,2.482703862,4.06E-14,13.39129486,TRUE,4.75E-12,11.32348818,,,
19478,chr3,177606638,177607687,22,2,2.482703862,4.06E-14,13.39129486,TRUE,4.75E-12,11.32348818,,,
19957,chr4,14856529,14856590,22,2,2.482703862,4.06E-14,13.39129486,TRUE,4.75E-12,11.32348818,,,
27368,chr8,58136556,58137263,22,2,2.482703862,4.06E-14,13.39129486,TRUE,4.75E-12,11.32348818,,,
30010,chrX,13487679,13502411,29,5,4.706759655,3.91E-14,13.40807619,TRUE,4.75E-12,11.32348818,,,
20365,chr4,73730267,73730642,31,6,5.448111586,4.20E-14,13.37696583,TRUE,4.86E-12,11.31367763,,,
27914,chr8,100745664,100748360,31,6,5.448111586,4.20E-14,13.37696583,TRUE,4.86E-12,11.31367763,,,
29013,chr9,77943584,77952913,45,14,11.37892703,4.24E-14,13.37260766,TRUE,4.89E-12,11.31094909,,,
19371,chr3,169601788,169635278,83,42,32.1367811,5.44E-14,13.26420284,TRUE,6.25E-12,11.20416779,,,
6177,chr12,89933672,89960789,65,28,21.75785407,5.64E-14,13.2484066,TRUE,6.46E-12,11.18998904,,,
8467,chr14,76905188,76905328,19,1,1.741351931,5.95E-14,13.22513304,TRUE,6.74E-12,11.17153211,,,
12748,chr19,7391221,7399067,19,1,1.741351931,5.95E-14,13.22513304,TRUE,6.74E-12,11.17153211,,,
28613,chr9,4507569,4510550,19,1,1.741351931,5.95E-14,13.22513304,TRUE,6.74E-12,11.17153211,,,
16399,chr20,49676811,49775922,102,58,43.99841199,6.01E-14,13.22087693,TRUE,6.78E-12,11.16886974,,,
904,chr1,116098006,116188776,119,73,55.11869096,6.24E-14,13.20481326,TRUE,7.01E-12,11.15439399,,,
14263,chr2,100709587,100786161,74,35,26.94731758,6.72E-14,13.17285896,TRUE,7.52E-12,11.12402182,,,
19693,chr3,193821051,193879282,111,66,49.92922744,6.94E-14,13.15889828,TRUE,7.73E-12,11.11163753,,,
13016,chr19,38277642,38304988,43,13,10.6375751,7.46E-14,13.12750855,TRUE,8.28E-12,11.08181848,,,
30053,chrX,19560760,19603673,38,10,8.413519309,7.61E-14,13.11857492,TRUE,8.42E-12,11.07444988,,,
21798,chr5,34652880,34737006,62,26,20.2751502,7.86E-14,13.10432304,TRUE,8.67E-12,11.06175741,,,
27525,chr8,80077931,80108803,97,54,41.03300427,8.01E-14,13.0962026,TRUE,8.81E-12,11.0551908,,,
2386,chr1,235903134,235921335,52,19,15.08568669,9.36E-14,13.02865174,TRUE,1.03E-11,10.98918822,,,
19656,chr3,190586610,190586795,49,17,13.60298283,9.84E-14,13.00697735,TRUE,1.07E-11,10.96905663,,,
26632,chr7,129867324,129974362,92,50,38.06759655,1.02E-13,12.98968783,TRUE,1.11E-11,10.95330443,,,
8994,chr15,47815911,48052529,59,24,18.79244634,1.06E-13,12.9767172,TRUE,1.14E-11,10.9418657,,,
10134,chr16,23138484,23159554,36,9,7.672167378,1.13E-13,12.94530179,TRUE,1.22E-11,10.91197681,,,
3252,chr10,68151186,68154013,24,3,3.224055793,1.17E-13,12.93162884,TRUE,1.23E-11,10.90884185,,,
4910,chr11,110356826,110357391,24,3,3.224055793,1.17E-13,12.93162884,TRUE,1.23E-11,10.90884185,,,
6614,chr12,122837001,122843325,24,3,3.224055793,1.17E-13,12.93162884,TRUE,1.23E-11,10.90884185,,,
8389,chr14,71500014,71503602,24,3,3.224055793,1.17E-13,12.93162884,TRUE,1.23E-11,10.90884185,,,
10345,chr16,64449906,64455059,24,3,3.224055793,1.17E-13,12.93162884,TRUE,1.23E-11,10.90884185,,,
26381,chr7,106568770,106569050,24,3,3.224055793,1.17E-13,12.93162884,TRUE,1.23E-11,10.90884185,,,
29476,chr9,110148327,110151919,24,3,3.224055793,1.17E-13,12.93162884,TRUE,1.23E-11,10.90884185,,,
29083,chr9,82105860,82173118,56,22,17.30974248,1.35E-13,12.86930327,TRUE,1.42E-11,10.84800105,,,
24696,chr6,134369313,134383120,34,8,6.930815447,1.59E-13,12.79838784,TRUE,1.67E-11,10.77856533,,,
432,chr1,62180779,62426770,60,25,19.53379827,1.62E-13,12.79025614,TRUE,1.69E-11,10.77337801,,,
17989,chr3,23670050,23741346,60,25,19.53379827,1.62E-13,12.79025614,TRUE,1.69E-11,10.77337801,,,
15987,chr20,23602427,24126716,195,147,109.9787338,1.71E-13,12.76737417,TRUE,1.77E-11,10.75196078,,,
29323,chr9,97696504,97728633,50,18,14.34433476,1.83E-13,12.73652534,TRUE,1.89E-11,10.72257176,,,
18605,chr3,94780710,94799539,47,16,12.86163089,1.87E-13,12.72717643,TRUE,1.92E-11,10.71612785,,,
22034,chr5,56840067,56856949,47,16,12.86163089,1.87E-13,12.72717643,TRUE,1.92E-11,10.71612785,,,
12225,chr18,9899134,9899286,26,4,3.965407724,1.98E-13,12.70375451,TRUE,2.00E-11,10.69845826,,,
12295,chr18,14526210,14534629,26,4,3.965407724,1.98E-13,12.70375451,TRUE,2.00E-11,10.69845826,,,
24565,chr6,122569217,122569328,26,4,3.965407724,1.98E-13,12.70375451,TRUE,2.00E-11,10.69845826,,,
25371,chr6_GL000254v2_alt,4793664,4798099,26,4,3.965407724,1.98E-13,12.70375451,TRUE,2.00E-11,10.69845826,,,
23096,chr5,180035936,180052246,32,7,6.189463516,2.06E-13,12.68577813,TRUE,2.07E-11,10.68332972,,,
27397,chr8,61781913,61782967,32,7,6.189463516,2.06E-13,12.68577813,TRUE,2.07E-11,10.68332972,,,
12803,chr19,14006753,14089465,57,23,18.05109441,2.16E-13,12.66605793,TRUE,2.16E-11,10.66502647,,,
337,chr1,43830954,43831089,30,6,5.448111586,2.40E-13,12.61902612,TRUE,2.39E-11,10.62081476,,,
26309,chr7,101358264,101406652,30,6,5.448111586,2.40E-13,12.61902612,TRUE,2.39E-11,10.62081476,,,
19894,chr4,3387669,3411079,28,5,4.706759655,2.42E-13,12.61566026,TRUE,2.41E-11,10.61885212,,,
1382,chr1,150017529,150017584,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
1729,chr1,178126588,178127199,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
2263,chr1,223860687,223861089,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
2925,chr10,32651614,32652066,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
3169,chr10,61486966,61487621,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
6125,chr12,87846959,87847458,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
6841,chr13,25381004,25381297,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
8499,chr14,77662247,77671982,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
8553,chr14,88044454,88045153,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
8920,chr15,37015869,37017209,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
9405,chr15,80669976,80669980,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
9952,chr16,11128139,11128143,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
10424,chr16,72409831,72411389,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
10772,chr16_KI270853v1_alt,2422216,2422288,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
10900,chr17,14061914,14062190,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
11895,chr17,75718557,75720824,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
12150,chr18,1907837,1907987,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
12316,chr18,21330746,21330939,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
12446,chr18,34514439,34514496,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
13564,chr2,17758203,17759018,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
15901,chr20,17460935,17461694,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
16437,chr20,50450849,50465511,54,21,16.56839055,2.73E-13,12.56345644,TRUE,2.57E-11,10.58980181,,,
16766,chr20,56936786,56937434,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
18395,chr3,65963927,65964044,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
18416,chr3,67779571,67791525,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
19309,chr3,163325577,163327371,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
19683,chr3,192928742,192928975,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
19845,chr3_KI270935v1_alt,167666,172708,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
19854,chr3_KI270937v1_alt,74577,75780,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
19998,chr4,23945776,23946223,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
22235,chr5,75042916,75047183,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
22395,chr5,96036428,96037412,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
22496,chr5,106833752,106833968,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
23471,chr6,19524680,19527500,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
23916,chr6,51360549,51361174,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
23947,chr6,54234137,54244368,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
26717,chr7,137642727,137648910,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
27424,chr8,66123857,66124345,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
27664,chr8,90364417,90364421,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
27744,chr8,93245255,93245259,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
27861,chr8,98729426,98729714,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
28217,chr8,121406357,121406924,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
28242,chr8,122786315,122786319,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
28286,chr8,124463447,124463524,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
29026,chr9,78972761,78974247,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
29143,chr9,86046246,86047117,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
29344,chr9,98848572,98848576,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
29384,chr9,105132647,105132718,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
30412,chrX,94694346,94694448,15,0,1,3.00E-13,12.5228772,TRUE,2.57E-11,10.58980181,,,
16805,chr20,57694379,57710777,42,13,10.6375751,3.04E-13,12.5177311,TRUE,2.59E-11,10.58586377,,,
840,chr1,113976589,113976821,37,10,8.413519309,3.46E-13,12.4606888,TRUE,2.95E-11,10.53002616,,,
907,chr1,116219959,116220141,21,2,2.482703862,3.62E-13,12.44144095,TRUE,3.00E-11,10.52264503,,,
1339,chr1,149441479,149441724,21,2,2.482703862,3.62E-13,12.44144095,TRUE,3.00E-11,10.52264503,,,
2718,chr10,14571790,14586321,21,2,2.482703862,3.62E-13,12.44144095,TRUE,3.00E-11,10.52264503,,,
5958,chr12,70644291,70646742,21,2,2.482703862,3.62E-13,12.44144095,TRUE,3.00E-11,10.52264503,,,
6172,chr12,89756434,89769114,45,15,12.12027896,3.53E-13,12.45183835,TRUE,3.00E-11,10.52264503,,,
12824,chr19,16003693,16003947,21,2,2.482703862,3.62E-13,12.44144095,TRUE,3.00E-11,10.52264503,,,
14472,chr2,130790632,130792039,21,2,2.482703862,3.62E-13,12.44144095,TRUE,3.00E-11,10.52264503,,,
19105,chr3,150253488,150254105,21,2,2.482703862,3.62E-13,12.44144095,TRUE,3.00E-11,10.52264503,,,
23271,chr6,6706996,6748428,21,2,2.482703862,3.62E-13,12.44144095,TRUE,3.00E-11,10.52264503,,,
27738,chr8,93116934,93118884,21,2,2.482703862,3.62E-13,12.44144095,TRUE,3.00E-11,10.52264503,,,
1542,chr1,160916879,161017015,71,34,26.20596565,3.89E-13,12.40970606,TRUE,3.22E-11,10.49207916,,,
17866,chr3,11487092,11539297,55,22,17.30974248,4.40E-13,12.35610518,TRUE,3.63E-11,10.43964418,,,
1100,chr1,143887655,143888103,35,9,7.672167378,5.36E-13,12.27082483,TRUE,4.39E-11,10.35784284,,,
5901,chr12,67517252,67531183,40,12,9.896223171,5.35E-13,12.27178193,TRUE,4.39E-11,10.35784284,,,
24756,chr6,137681373,137722649,40,12,9.896223171,5.35E-13,12.27178193,TRUE,4.39E-11,10.35784284,,,
6034,chr12,76551508,76555353,18,1,1.741351931,6.53E-13,12.18511249,TRUE,5.22E-11,10.28240338,,,
6779,chr13,21465717,21466340,18,1,1.741351931,6.53E-13,12.18511249,TRUE,5.22E-11,10.28240338,,,
6941,chr13,32791467,32791650,18,1,1.741351931,6.53E-13,12.18511249,TRUE,5.22E-11,10.28240338,,,
9330,chr15,73600653,73606569,18,1,1.741351931,6.53E-13,12.18511249,TRUE,5.22E-11,10.28240338,,,
10007,chr16,14563454,14565513,18,1,1.741351931,6.53E-13,12.18511249,TRUE,5.22E-11,10.28240338,,,
13462,chr2,6181612,6183234,18,1,1.741351931,6.53E-13,12.18511249,TRUE,5.22E-11,10.28240338,,,
13530,chr2,14178763,14179337,18,1,1.741351931,6.53E-13,12.18511249,TRUE,5.22E-11,10.28240338,,,
19918,chr4,6750703,6750863,18,1,1.741351931,6.53E-13,12.18511249,TRUE,5.22E-11,10.28240338,,,
29841,chrUn_GL000213v1,123613,130936,18,1,1.741351931,6.53E-13,12.18511249,TRUE,5.22E-11,10.28240338,,,
19905,chr4,4967987,5042488,43,14,11.37892703,6.58E-13,12.18177446,TRUE,5.25E-11,10.28019193,,,
18746,chr3,107986503,107987039,56,23,18.05109441,6.87E-13,12.16332905,TRUE,5.46E-11,10.26287018,,,
7341,chr13,75414239,75419201,33,8,6.930815447,7.86E-13,12.10460181,TRUE,6.19E-11,10.20860873,,,
17152,chr21,36462555,36478748,33,8,6.930815447,7.86E-13,12.10460181,TRUE,6.19E-11,10.20860873,,,
17811,chr3,4948433,4956285,33,8,6.930815447,7.86E-13,12.10460181,TRUE,6.19E-11,10.20860873,,,
23306,chr6,9404868,9408896,33,8,6.930815447,7.86E-13,12.10460181,TRUE,6.19E-11,10.20860873,,,
1593,chr1,165152633,165163808,23,3,3.224055793,8.77E-13,12.05718281,TRUE,6.76E-11,10.16998587,,,
3050,chr10,50173022,50173434,23,3,3.224055793,8.77E-13,12.05718281,TRUE,6.76E-11,10.16998587,,,
3402,chr10,84401417,84401984,23,3,3.224055793,8.77E-13,12.05718281,TRUE,6.76E-11,10.16998587,,,
5101,chr12,6363695,6364323,23,3,3.224055793,8.77E-13,12.05718281,TRUE,6.76E-11,10.16998587,,,
8420,chr14,73696639,73696747,23,3,3.224055793,8.77E-13,12.05718281,TRUE,6.76E-11,10.16998587,,,
15145,chr2,189276354,189286475,23,3,3.224055793,8.77E-13,12.05718281,TRUE,6.76E-11,10.16998587,,,
15876,chr20,14578473,14584757,23,3,3.224055793,8.77E-13,12.05718281,TRUE,6.76E-11,10.16998587,,,
18030,chr3,27521498,27521633,23,3,3.224055793,8.77E-13,12.05718281,TRUE,6.76E-11,10.16998587,,,
11154,chr17,45176803,45371275,53,21,16.56839055,8.98E-13,12.04696105,TRUE,6.89E-11,10.16193559,,,
27891,chr8,99905146,99905651,53,21,16.56839055,8.98E-13,12.04696105,TRUE,6.89E-11,10.16193559,,,
2232,chr1,218757458,218788067,38,11,9.15487124,9.20E-13,12.03644146,TRUE,7.02E-11,10.15357667,,,
17730,chr22_KI270878v1_alt,76966,159984,38,11,9.15487124,9.20E-13,12.03644146,TRUE,7.02E-11,10.15357667,,,
26760,chr7,139721681,139771335,65,30,23.24055793,9.62E-13,12.01687708,TRUE,7.33E-11,10.1350886,,,
28279,chr8,124150786,124269973,123,80,60.30815447,9.92E-13,12.00332958,TRUE,7.54E-11,10.12261476,,,
15635,chr2,230685225,230691199,31,7,6.189463516,1.07E-12,11.96920895,TRUE,8.12E-11,10.09063352,,,
21614,chr5,18047698,18057487,31,7,6.189463516,1.07E-12,11.96920895,TRUE,8.12E-11,10.09063352,,,
28010,chr8,102658677,102781279,103,62,46.96381972,1.14E-12,11.94205797,TRUE,8.62E-11,10.0645483,,,
25976,chr7,64938587,64948941,41,13,10.6375751,1.21E-12,11.9180023,TRUE,9.09E-11,10.04155577,,,
326,chr1,42990526,42992852,25,4,3.965407724,1.31E-12,11.88424255,TRUE,9.63E-11,10.01620877,,,
11772,chr17,65509437,65514557,25,4,3.965407724,1.31E-12,11.88424255,TRUE,9.63E-11,10.01620877,,,
12166,chr18,3236375,3236766,25,4,3.965407724,1.31E-12,11.88424255,TRUE,9.63E-11,10.01620877,,,
13506,chr2,10757334,10758978,25,4,3.965407724,1.31E-12,11.88424255,TRUE,9.63E-11,10.01620877,,,
16474,chr20,50764078,50764089,25,4,3.965407724,1.31E-12,11.88424255,TRUE,9.63E-11,10.01620877,,,
20548,chr4,88242089,88242808,25,4,3.965407724,1.31E-12,11.88424255,TRUE,9.63E-11,10.01620877,,,
20679,chr4,101318951,101321032,25,4,3.965407724,1.31E-12,11.88424255,TRUE,9.63E-11,10.01620877,,,
26484,chr7,114015703,114021859,25,4,3.965407724,1.31E-12,11.88424255,TRUE,9.63E-11,10.01620877,,,
2855,chr10,28254828,28257363,29,6,5.448111586,1.33E-12,11.87512257,TRUE,9.70E-11,10.0132931,,,
4055,chr11,13093924,13110968,29,6,5.448111586,1.33E-12,11.87512257,TRUE,9.70E-11,10.0132931,,,
11043,chr17,31320145,31323010,29,6,5.448111586,1.33E-12,11.87512257,TRUE,9.70E-11,10.0132931,,,
22460,chr5,103409131,103410107,44,15,12.12027896,1.32E-12,11.87876654,TRUE,9.70E-11,10.0132931,,,
23045,chr5,175843004,175890231,29,6,5.448111586,1.33E-12,11.87512257,TRUE,9.70E-11,10.0132931,,,
26237,chr7,94697615,94701629,29,6,5.448111586,1.33E-12,11.87512257,TRUE,9.70E-11,10.0132931,,,
17996,chr3,24088596,24125514,54,22,17.30974248,1.41E-12,11.85058965,TRUE,1.02E-10,9.989785673,,,
18073,chr3,33797677,33799551,27,5,4.706759655,1.45E-12,11.83827361,TRUE,1.05E-10,9.98053165,,,
21976,chr5,53350406,53369978,27,5,4.706759655,1.45E-12,11.83827361,TRUE,1.05E-10,9.98053165,,,
30369,chrX,84857591,84871965,27,5,4.706759655,1.45E-12,11.83827361,TRUE,1.05E-10,9.98053165,,,
2744,chr10,18391168,18482828,67,32,24.72326179,1.71E-12,11.76675388,TRUE,1.23E-10,9.910027812,,,
10358,chr16,67413487,67970855,171,127,95.15169523,1.73E-12,11.76218344,TRUE,1.24E-10,9.906470894,,,
29254,chr9,93454015,93475996,85,47,35.84354075,2.19E-12,11.65979488,TRUE,1.57E-10,9.805093499,,,
19239,chr3,159651081,159670078,48,18,14.34433476,2.22E-12,11.65392379,TRUE,1.58E-10,9.801237703,,,
21454,chr5,150180,219382,48,18,14.34433476,2.22E-12,11.65392379,TRUE,1.58E-10,9.801237703,,,
975,chr1,118116753,118118733,34,9,7.672167378,2.46E-12,11.60838618,TRUE,1.74E-10,9.760697781,,,
1415,chr1,151006129,151008143,34,9,7.672167378,2.46E-12,11.60838618,TRUE,1.74E-10,9.760697781,,,
15119,chr2,188292746,188299071,34,9,7.672167378,2.46E-12,11.60838618,TRUE,1.74E-10,9.760697781,,,
20662,chr4,100576182,100586356,34,9,7.672167378,2.46E-12,11.60838618,TRUE,1.74E-10,9.760697781,,,
23587,chr6,26296095,26296801,34,9,7.672167378,2.46E-12,11.60838618,TRUE,1.74E-10,9.760697781,,,
22051,chr5,57682183,57735773,45,16,12.86163089,2.49E-12,11.60413812,TRUE,1.75E-10,9.757442392,,,
17638,chr22,46074670,46443885,74,38,29.17137338,2.69E-12,11.5699998,TRUE,1.89E-10,9.724294485,,,
26720,chr7,137952794,137981392,64,30,23.24055793,2.71E-12,11.56667836,TRUE,1.90E-10,9.721961202,,,
7545,chr13,111702283,112210900,69,34,26.20596565,2.86E-12,11.54321605,TRUE,2.00E-10,9.699484801,,,
30162,chrX,43614157,43688720,52,21,16.56839055,2.89E-12,11.53843212,TRUE,2.02E-10,9.695684552,,,
3028,chr10,47460447,47468242,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
3818,chr10,119678358,119680545,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
5409,chr12,33939110,33942983,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
7499,chr13,106683594,106688301,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
7936,chr14,43449330,43449424,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
11863,chr17,72126802,72127128,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
14778,chr2,158586592,158587033,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
19467,chr3,176953958,176954305,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
20297,chr4,62344988,62377374,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
20686,chr4,101393417,101397341,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
24805,chr6,139588235,139588671,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
27925,chr8,101009905,101009992,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
29075,chr9,81656722,81657100,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
29077,chr9,81685483,81686368,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
29250,chr9,93329495,93329873,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
29604,chr9,121661871,121664679,20,2,2.482703862,3.08E-12,11.51155533,TRUE,2.07E-10,9.684250976,,,
6408,chr12,105897007,106277147,116,75,56.60139482,3.16E-12,11.50024832,TRUE,2.12E-10,9.673891169,,,
8451,chr14,75283354,75283624,32,8,6.930815447,3.77E-12,11.42357409,TRUE,2.51E-10,9.600046233,,,
11265,chr17,56866299,56870377,32,8,6.930815447,3.77E-12,11.42357409,TRUE,2.51E-10,9.600046233,,,
17069,chr21,25573773,25574230,32,8,6.930815447,3.77E-12,11.42357409,TRUE,2.51E-10,9.600046233,,,
1579,chr1,163788857,163815237,37,11,9.15487124,3.85E-12,11.41488451,TRUE,2.54E-10,9.595100593,,,
17113,chr21,31876608,31915762,37,11,9.15487124,3.85E-12,11.41488451,TRUE,2.54E-10,9.595100593,,,
19133,chr3,151316557,151353426,37,11,9.15487124,3.85E-12,11.41488451,TRUE,2.54E-10,9.595100593,,,
27527,chr8,80108826,80130277,37,11,9.15487124,3.85E-12,11.41488451,TRUE,2.54E-10,9.595100593,,,
38,chr1,8078138,8078142,14,0,1,4.52E-12,11.34487573,TRUE,2.66E-10,9.574376399,,,
119,chr1,16878419,16878596,14,0,1,4.52E-12,11.34487573,TRUE,2.66E-10,9.574376399,,,
1443,chr1,151885749,151885753,14,0,1,4.52E-12,11.34487573,TRUE,2.66E-10,9.574376399,,,
1710,chr1,176515443,176517158,14,0,1,4.52E-12,11.34487573,TRUE,2.66E-10,9.574376399,,,
2123,chr1,209405503,209409936,14,0,1,4.52E-12,11.34487573,TRUE,2.66E-10,9.574376399,,,
3364,chr10,80291132,80291238,14,0,1,4.52E-12,11.34487573,TRUE,2.66E-10,9.574376399,,,
3466,chr10,88253943,88254598,14,0,1,4.52E-12,11.34487573,TRUE,2.66E-10,9.574376399,,,
